date,article_count,avg_sentiment,negative_articles,negative_ratio,event_count,avg_goldstein,avg_tone,total_mentions,goldstein_risk,tone_risk,sentiment_risk,event_risk,composite_risk,risk_score,risk_category,risk_change,risk_trend
2026-08-14,6,-0.4161166666666667,6,1.0,,,,,,,0.7080583333333333,,,,Critical,,N/A
2026-08-15,8,0.0009124999999999,2,0.25,,,,,,,0.49954375000000006,,,,Critical,,N/A
2026-08-17,6,-0.0196833333333333,1,0.1666666666666666,,,,,,,0.5098416666666666,,,,Critical,,N/A
2026-08-18,6,0.1169833333333333,1,0.1666666666666666,,,,,,,0.44150833333333334,,,,Critical,,N/A
2026-08-19,9,-0.2978888888888888,6,0.6666666666666666,,,,,,,0.6489444444444444,,,,Critical,,N/A
2026-08-20,1,0.0,0,0.0,2966.0,-0.0716453135536075,-3.9364468272165207,45387.0,0.5035822656776804,0.6968223413608261,0.5,0.5808782959509387,0.5485269775705632,54.852697757056326,High,,N/A
2026-08-21,1,-0.7003,1,1.0,,,,,,,0.85015,,,,Critical,,N/A
