date,article_count,avg_sentiment,negative_articles,negative_ratio,event_count,avg_goldstein,avg_tone,total_mentions
2026-08-14,6,-0.4161166666666667,6,1.0,,,,
2026-08-15,8,0.0009124999999999966,2,0.25,,,,
2026-08-17,6,-0.01968333333333333,1,0.16666666666666666,,,,
2026-08-18,6,0.11698333333333334,1,0.16666666666666666,,,,
2026-08-19,9,-0.29788888888888887,6,0.6666666666666666,,,,
2026-08-20,1,0.0,0,0.0,2966.0,-0.07164531355360756,-3.9364468272165207,45387.0
2026-08-21,1,-0.7003,1,1.0,,,,
